X,Y,POINT_X,POINT_Y,dtm10mUTM3
638796.46581995208,5116645.2353378162,638796.46582000004,5116645.23534000010,1140.00000
644820.45884652436,5118277.9109872878,644820.45884700003,5118277.91098999980,1949.00000
643406.6046312158,5117524.6037155613,643406.60463099997,5117524.60372000000,1815.00000
641138.30193784216,5117275.8766693603,641138.30193800002,5117275.87667000010,1443.00000
643905.17860684288,5118593.759493567,643905.17860700004,5118593.75949000010,1574.00000
640036.80887517217,5116101.8901269343,640036.80887499999,5116101.89013000020,1686.00000
642048.49184018711,5118248.9613715857,642048.49184000003,5118248.96136999970,1398.00000
643048.23375835223,5117629.3865327332,643048.23375799996,5117629.38652999980,1670.00000
640685.48351377854,5116996.5284716506,640685.48351399996,5116996.52847000030,1375.00000
639738.03865453228,5117635.1411964362,639738.03865500004,5117635.14120000040,1175.00000
640140.36902852985,5118178.753575854,640140.36902900005,5118178.75358000030,1289.00000
642737.90804279665,5120049.766370602,642737.90804300003,5120049.76637000030,1985.00000
639577.29918387474,5117480.181811275,639577.29918400000,5117480.18181000000,1155.00000
644258.87467955542,5117871.6977276653,644258.87468000001,5117871.69773000010,1894.00000
638881.16742001101,5118908.6492226655,638881.16741999995,5118908.64922000000,1719.00000
642028.72413830471,5117525.8135656537,642028.72413800005,5117525.81357000020,1268.00000
640933.87595134601,5118842.0212926082,640933.87595100002,5118842.02128999960,1365.00000
639345.55146239104,5117381.1201112149,639345.55146200000,5117381.12010999960,1145.00000
640774.77126604598,5117451.0050839838,640774.77126600000,5117451.00507999960,1267.00000
639090.22562325688,5118695.9260592405,639090.22562299995,5118695.92606000040,1642.00000
642494.64145911101,5117846.588591937,642494.64145899995,5117846.58858999980,1576.00000
643552.13318943512,5117174.6454165755,643552.13318899996,5117174.64542000000,1828.00000
639720.22334964667,5117220.4054097682,639720.22334999999,5117220.40541000010,1176.00000
642532.01239659032,5119155.9458736135,642532.01239699998,5119155.94586999990,1673.00000
639275.83941061411,5116986.9651095727,639275.83941100002,5116986.96511000020,1147.00000
638857.07411215291,5116382.9239116786,638857.07411199994,5116382.92391000040,1293.00000
644918.51940679085,5118616.1400366332,644918.51940700004,5118616.14004000000,1909.00000
643423.1910250783,5117804.332622882,643423.19102499995,5117804.33261999950,1869.00000
639641.88333811029,5116942.4361768365,639641.88333800004,5116942.43618000020,1268.00000
643215.88817718392,5116773.7275202442,643215.88817699999,5116773.72752000020,1436.00000
641294.49664521776,5120506.7976565799,641294.49664499995,5120506.79765999970,1629.00000
644436.42897957901,5117563.2950955499,644436.42897999997,5117563.29509999980,2022.00000
640305.06760990527,5117519.1541403383,640305.06761000003,5117519.15414000020,1141.00000
639340.5942836412,5118379.9079609448,639340.59428399999,5118379.90796000040,1471.00000
643637.13292774325,5118195.2637463771,643637.13292799995,5118195.26374999990,1697.00000
639520.76646502549,5119372.452288921,639520.76646499999,5119372.45229000040,1716.00000
639136.82731212035,5117262.1578873452,639136.82731199998,5117262.15789000040,1143.00000
638781.24011259328,5118233.6908147056,638781.24011300004,5118233.69080999960,1514.00000
638497.53245893924,5118726.687703345,638497.53245900001,5118726.68769999970,1670.00000
642428.17805396323,5118410.7142379042,642428.17805400002,5118410.71423999970,1503.00000
639763.31848232588,5119536.6727816537,639763.31848200003,5119536.67277999970,1707.00000
641045.0286211943,5117813.3374515194,641045.02862100000,5117813.33745000050,1215.00000
642450.69751625671,5116879.4265307346,642450.69751600001,5116879.42652999980,1406.00000
641508.97504643968,5120447.5038289716,641508.97504599998,5120447.50382999980,1743.00000
640846.4984609664,5116090.0870925523,640846.49846100004,5116090.08708999960,1465.00000
641879.16299287311,5117140.3067611828,641879.16299300001,5117140.30676000010,1521.00000
643267.53594057914,5120337.4100160273,643267.53594099998,5120337.41002000030,2040.00000
639868.37131454353,5117999.3357146746,639868.37131500000,5117999.33571000020,1289.00000
639077.22023682739,5119138.2234657854,639077.22023700003,5119138.22346999960,1744.00000
